t_s,target_a,voltage_v,current_a,setpoint_echo_a,temp_c,runtime_s,fan,raw,flags
27.7206,1.15,12.921184539794922,1.1502888202667236,1.1500009298324585,35.589447021484375,8,0,DF 07 03 08 16 01 02 2C BD 4E 41 AA 3C 93 3F 08 00 00 00 98 5B 0E 42 3B 33 93 3F 3B,
27.8100,1.15,12.921184539794922,1.1502032279968262,1.1500009298324585,35.589447021484375,8,0,DF 07 03 08 16 01 02 2C BD 4E 41 DC 39 93 3F 08 00 00 00 98 5B 0E 42 3B 33 93 3F 0C,
27.9225,1.15,12.921144485473633,1.150179147720337,1.1500009298324585,35.63010787963867,8,0,DF 07 03 08 16 01 02 02 BD 4E 41 12 39 93 3F 08 00 00 00 3B 85 0E 42 3B 33 93 3F 33,
28.0122,1.15,12.92097282409668,1.150235891342163,1.1500009298324585,35.63010787963867,9,0,DF 07 03 08 16 01 02 4E BC 4E 41 EE 3A 93 3F 09 00 00 00 3B 85 0E 42 3B 33 93 3F 0A,
28.1021,1.15,12.920761108398438,1.1501634120941162,1.1500009298324585,35.66962432861328,9,0,DF 07 03 08 16 01 02 70 BB 4E 41 8E 38 93 3F 09 00 00 00 B2 AD 0E 42 3B 33 93 3F AC,
28.2149,1.15,12.92105484008789,1.1502397060394287,1.1500009298324585,35.66962432861328,9,0,DF 07 03 08 16 01 02 A4 BC 4E 41 0E 3B 93 3F 09 00 00 00 B2 AD 0E 42 3B 33 93 3F F4,
28.3050,1.15,12.920549392700195,1.1501595973968506,1.1500009298324585,35.70915985107422,9,0,DF 07 03 08 16 01 02 92 BA 4E 41 6E 38 93 3F 09 00 00 00 2E D6 0E 42 3B 33 93 3F 06,
28.4178,1.15,12.920469284057617,1.1501915454864502,1.1500009298324585,35.70915985107422,9,0,DF 07 03 08 16 01 02 3E BA 4E 41 7A 39 93 3F 09 00 00 00 2E D6 0E 42 3B 33 93 3F 4D,
28.5301,1.15,12.920427322387695,1.1501953601837158,1.1500009298324585,35.750370025634766,9,0,DF 07 03 08 16 01 02 12 BA 4E 41 9A 39 93 3F 09 00 00 00 61 00 0F 42 3B 33 93 3F FB,
28.6422,1.15,12.920167922973633,1.1502716541290283,1.1500009298324585,35.790191650390625,9,0,DF 07 03 08 16 01 02 02 B9 4E 41 1A 3C 93 3F 09 00 00 00 28 29 0F 42 3B 33 93 3F 99,
28.6879,1.15,12.920036315917969,1.1502840518951416,1.1500009298324585,35.790191650390625,9,0,DF 07 03 08 16 01 02 78 B8 4E 41 82 3C 93 3F 09 00 00 00 28 29 0F 42 3B 33 93 3F BC,
